Content,Author,Date Created,Last Changed
"zaten fazla seveni ve sempatisi olan birisi değil. yetmezmiş gibi sokak köpekleri normaldir açıklaması var. yani ne muhalifleri bir dönem de olsa etkilemiş(ali yerlikaya), ne belki de seçimin en kritik sorununda doğru tarafta. ekrem imamoğlu'nun 2. dönemi şimdiden hayırlı olsun. bugünden 2024 mayıs için icraat planını hazırlayabilir, murat kurum'un kazanma ihtimali bile yok zaten inanılmaz sansasyonel bir hareket yapmazsa.ülkede platin saçlı estetikli bacıları akp'ye, 5 çocuk anası doğduğundan beri kapalı erzurumlu hatçe anayı chp'ye oy verdirecek bir sorun var; sen şöyle bir açıklaması olan aday çıkartıyorsun istanbul'a. bile bile lades.",outclassed,07.01.2024 02:18,null
"rezerv alan yasası, kanal istanbul, katar ve murat kurum. gören gözler için nimet var. alık muhalifler kılıçdaroğlu sinirinden oy vermezse oturdukları ev ibb ve bakanlık eliyle ellerinden alınabilir.edit: kılıçdaroğlu chp nin başından siktir olup gittiği halde oy vermicem derse*",dementorb,07.01.2024 02:27,02:29
istanbul’la ilgili tüm distopyaların gerçekleşmesini umanlar için iyi bir aday. tapulu evinden 90 gün içinde çıkmak için can atanlar beğendi.,ketender tepetopuzu,07.01.2024 02:36,null
"murat kurum'un istanbul büyükşehir belediye başkanlığı seçimini kazanma şansı var. ancak, bu şansın yüksek mi yoksa düşük mü olduğu, seçime kadar olan süreçteki gelişmelere bağlı olacaktır.kurum'un lehine olan bazı faktörler şunlardır:ak parti'nin istanbul'da güçlü ve sadık bir tabanı var.kurum, ak parti içerisinde sevilen ve güvenilir bir isim.kurum, istanbul'un sorunlarına çözüm üretebilecek deneyime ve birikime sahip.(çevre ve şehircilik bakanlığı)kurum'un aleyhine olan bazı faktörler ise şunlardır:istanbul'da muhalefetin de güçlü ve sadık bir tabanı var.kurum, istanbul'da henüz ekrem imamoğlu kadar çok tanınmış bir isim değil.istanbul'un sorunları çok büyük ve çözümü kolay değil.",reelanaliz,07.01.2024 02:45,null
(bkz: kuru murat),very last airbender,07.01.2024 02:55,null
"sokak kopekleri ile ilgili aciklamasi disinda hicbir artisi gorunmeyen birisi.ama gercekten sokak hayvanlarini seven birisi ise kotu bir insan olma sansi da yok. zaten yeterince gereksiz canli var istanbul'da, eksisozluk'te, ankara'da. biraz da iyi insana ihtiyac var.kedieri, kopekleri, agaclari,denizi kim koruyacaksa belediye baskani o olsun. hele bir de kirsaldan gelip tabiata-canlilara laf soyleyen anadolu irfanini da sehirden def edebilen birisi olursa tadindan yenmez,mukemmel olur.tanim: ampul kafa ama icinde hala biraz insanlik var galiba olan badem biyikli.",muhabirinizscarboroughdanbildiriyor,07.01.2024 03:04,null
"standart, emir kulu, dumduz bir akpli. ""simdi imamoglu dusunsun"" denilecek bir aday degil. rte'nin ittirmesi ile birsey olursa olur.",slayer,07.01.2024 03:09,null
ekrem'in çiğ çiğ yiyebileceği bir adam değildir . bıyığı var diye özhaseki ve binali ile karıştırmayın derim. düzgün türkçesi aile yapısı bakanlıkta ve toki'de yaptıklarını mı ekrem'in beylikdüzü'nde yaptıkları mı . bunun sonucunu seçim gösterecek tabiki sol kesimin tanımadığı ama sağ kesimin çok iyi bildiği bir isim dolayısıyla ekrem imamoğlu'nun kaybetme olasılığı yüksek murat kurum a göre. dip not ülkede ki yerel yöneticilerin son dönemde inşaat mühendislerine bırakıldığını da eklemek isterim. iyi olan kazansın efendiler.,arizaiu,07.01.2024 03:23,null
"adı bu kadar depremle anılan bir şehre, türkiye'nin bugüne kadar yaşadığı en büyük felaket olan 6 şubat depremleri sırasında şehirlilik bakanı olan kişinin aday gösterilmesi; o süreci çok iyi yönettiğinden heralde!!!aklıma başka sebep gelmedi.",huthut,07.01.2024 03:35,null
bu adamı görünce niye lisedeki arka dörtlü aklıma geliyor bir türlü anlam veremiyorum.*,johnnytog,07.01.2024 03:40,null
"akp'nin bıyıklarını kesse nispeten eli yüzü düzgün denebilecek bulabildiği tek adaydır. ekrem imamoğlu sadece hitabeti ile değil beğenin ya da beğenmeyin fiziksel görüntüsüyle de bilhassa belli bir yaş grubu üstündeki teyzeler üstünde etki sahibi. bu etki küçümsense de aslında genel seçmen kitlesinde psikolojik çok büyük bir değişken. muhtemelen iletişim başkanlığı aradı taradı baktı ve ekrem imamoğlu'nun eli yüzü düzgünlüğü ile baş edemeyeceğini anlayıp murat kurum'u aday gösterdi. tabii süreç uzun, kara propaganda ve ona inananlar sonucu belirleyecek. bu arada, bu eli yüzü nispeten düzgünlükten, boyu uzun olmaktan ekmek yiyen biri daha var….anladınız siz onu.",postwar,07.01.2024 03:42,03:44
ekrem imamoglu neredeyse butun muhalefet partilerinin oyuyla secilmisti simdi o muhalefet kalmadi imamoglu bu secimde alsa alsa kendi partisinin oyunu alir ha imamoglu akpnin secmenini fethetmistir bu 5 yilda onu bilen degilim kaldi ki zaten ne ibb nin ne abb nin ne baska bi belediyenin onemi de yok ulkeyi erdoğan a teslim ettikten sonra ibbyi alsan nee almasan nee benim icin bu secimin tek merak edilen tarafi zafer partisinin gosterecegi performans ve bir de iyip partideki erime zaten murat kurum un aday gosterilmesini de buna bagliyorum nasilsa secimi kazanacagiz bari emrinizden cikmayacak birini bulalim murat kurum 40 45 civari bi oyla rahat bi secim kazanacaktir,bugununisiniyarinabirakanadam,07.01.2024 03:53,03:54
bıyıkları kesmeden o iş zor:görselesmer adama bıyık yakışmıyor.,thingstodoplacestobe,07.01.2024 04:05,null
imamoğlu ve chp bu kadar sıçıp sıvamasaydı murat kurum'un şansı yoktu ama şu halde kazanmaması için bir sebep yok.,r6,07.01.2024 04:26,null
güya deprem ana seçim malzemesi olacak. madem bu kadar önemsiyordun ben mi verdim iki kalas üstüne yarım çimento atanlara imar barışını. dalga geçer gibi bir de aday yapmışlar.,freezenty,07.01.2024 04:56,04:57
köpeklerin sokakta olmasının hiçbir zararı yok şeklinde açıklamasını okuduktan sonra seçimleri nasıl kazanacağını merak ediyorum. insanlar sokak köpeği sorununa çözüm istiyordu.kaynak,wild pear,07.01.2024 14:06,null
"bu kişinin bakanlığı döneminde thy emlak konut ortaklığı ile proje açıklamıştı. https://kura.emlakkonut.com.tr/bak websitesi bile hala açık. 7 ay oldu başvuru toplayalı. kura çekeceklerdi güya ama bırak kurayı açıklama yapmaya bile zahmet etmediler. nasıl bir ciddiyetsizliktir anlamadım. yine bu kişi yeni evim konut kredisi kampanyası açıkladı, zam yapana ceza keseceğiz dedi, ertesi gün ilk zammı dalga geçer gibi emlak konut yaptı.",ozmania,07.01.2024 14:33,null
hizli kent istanbula yakismayacak donuk baskan adayi. hizli kente hizli adam lazim.,qozi,07.01.2024 15:14,null
resmi olarak ibb başkanlığı adaylığı açıklanmıştır.istanbul’u imamoğlu’ndan kurtaracağına en ufak bir şüphem yok. allah utandırmasın.,loruspucta,07.01.2024 15:30,null
istanbula geçmiş olsun.,emrey16,07.01.2024 15:30,null
sadece bıyığı bile oy vermeme sebebidir. tabi efendim dış görünüşünden.*,abdusselamaleykumselam,07.01.2024 15:31,null
fatih'e bıraksan taksim'e gidemez.,atina gore kisneyen sahip,07.01.2024 15:33,null
2024'ün özhaseki'si gibi duran aday.mevcut belediye başkanı imamoğlu gibi popüler bir isme karşı bu kadar silik aday çıkarmak pek akla yatkın durmuyor. yrp'nin aday çıkarması durumunda işi daha da zora girecek. bunu tahmin etmek için chp'lilerin yalan yanlış bilgilerine kulak vermeye hacet yok. ankara ve istanbul'un yıllar sonra farklı partilerde olması benim açımdan sürpriz olmaz. bununla birlikte chp-iyip birlikteliğinin bu kadar şiddetli kopmasının farkında olmayan chp için risk sürmekte. iyipin aday çıkarmasını da bekleyip göreceğiz ancak yrp de aday çıkarırsa süreç imamoğlu için avantajlı başlıyor.,esmer dev,07.01.2024 15:36,null
normal şartlarda ekoya karşı hiç bir şansı yok ama erdoganın kesin b ve d planları da hazırdır,boybanddeki gereksiz eleman,07.01.2024 15:39,null
ımamogluna hayirli olsun dedirten adamdir,11001,07.01.2024 15:39,null
"ağızda ekremsi tad bırakan ibb akp adayı olma ihtimali yüksek, imar affında rol oynamış, emlak konut üzerinden reisle ortaklaşmış badem bıyıklı şahıs",ogame,05.01.2024 21:57,null
(bkz: murat kurum bıyığı),likya krali,05.01.2024 21:58,null
murat kurumdan bağımsız olarak merakımdan soruyorum; hdp'nin de aday çıkardığı bir yarışta oyları bölünen chp nasıl seçimi kazanacak?gerçi ekşiciler murat kurum imamoğlu'nu yenemez diyorlarsa bu seçimi akp'nin kazanacağını gösterir.*,resimdeki futbolcu,05.01.2024 22:00,null
"bu isim doğruysa bırak imamoğlu'nu, beni aday gösterseler kazanırım.",masajiniz var yesili,05.01.2024 22:01,null
kentsel dönüşüm üstadı.8.3'lük depremde bile sorun yaşamayız. hadi tüm liberaller! sandığa.,kibariye canavari,05.01.2024 22:04,null
#155679281 malumun ilanı,concreteslot,05.01.2024 22:05,null
"herhangi bir seçimde akp'nin adayı olabilmek için, öncesinde bir suç ortaklığının olması gerektiğini anlatan kişidir.imar barışı akp ve murat kurum'un suç ortaklığıdır.""çevre ve şehircilik bakanı murat kurum, türkiye genelinde şu ana kadar 8 milyon 900 bin kişinin imar barışı’ndan yararlanmak için başvuruda bulunduğunu açıkladı. bakan kurum, söz konusu başvuru ile elde edilen gelirin ise 7 milyar 511 milyon liraya ulaştığını kaydetti.""",seni heyetinden sikmeyi tasarliyorum,05.01.2024 22:22,22:27
deprem sonrası arkanızdan helallik isteyecek nitelikte bir tip.,tirozinkinaz,05.01.2024 22:22,null
ekrem'in karşısında kazanacak tek aday... reis boşver sen bu sözlük ahalisini kendilerince algı kasıyorlar. murat kurum'u aday gösterme diye yapıyorlar...,nanormal,05.01.2024 22:30,null
küfür suratli.,svefng,05.01.2024 22:37,null
geçen seçimlere göre akp'nin oyunu azaltacak belediye başkan adayı.,meslekden cikip ituden mezun olan adam,05.01.2024 22:38,null
bence akp bu hatayı yapmaz. sırf soylu.ile araları kıyak olduğu için rte bu işe dur der. bence başka bir isim karşımıza cikicak.,espresso,05.01.2024 22:47,null
eğer aday olursa tipten dolayı akp’yi hezimete uğratacak adaydır. imamoğlu’nun en azından sevimli bir tipi var.,amado mio,05.01.2024 23:31,null
"hitabet yeteneği olmayan, belediyecilik tecrübesi sıfır olan birisi.. bence imamoğlu'na bir dönem daha hayırlı olsun diyorum şimdiden. bence tevfik göksu aday olsaydı akp'nin ibb'de şansı daha yüksek olacaktı. çünkü geçmişte kötüde olsa belediyecilik tecrübesi var. murat kurum'un belediyecilik ile ilgili bir tecrübesi var mı? bakanlık yönetmekle belediye yönetmek başka şeylerdir. açıkçası murat kurum gibi düşük profil birisinin ibb'ye başkan olması istanbul halkından onay olması zor görünüyor.",kahverenk,05.01.2024 23:51,null
"haram mayışlı trollerin nasıl da liyakatsiz olduklarını bize gösteren eski bakan.argümanlara bak; dersim çetesi, oktroll bilmem ne. la bunları 6 yaşımdaki oğlum söylese zeka geriliği var diye doktora götürürüm.",terminus yerlisi,06.01.2024 00:10,null
"suserların büyük çoğunluğu kazanamaz diyorsa başkanlığı şimdiden hayırlı olsun, ekşimetre siyasi konularda özellikle de seçimlerde hiç yanılmaz, hep tersi çıkar. umarım bu sefer suserlar haklıdır.",nomisma,06.01.2024 00:11,null
deprem sonrası bakanlığı özhasekiye devretmiş kişi. bakanlığı döneminde depreme ne kadar hazırlık yaptığını gördük. hala beklenen istanbul depremine çok iyi hazırlık yapar denilmesi insanların aklı ile dalga geçmekten başka şey değil. bu konuya o kadar hakimse çevre şehircilik bakanlığına devam ettirilmeliydi.,baymrdak,06.01.2024 00:43,null
oğluna yada damadına kıyamadı (yada yemedi) demek ki aile dışından birini harcatacak eğer doğruysa. iyi iş…,stuggi,06.01.2024 01:03,null
"emlak konut gyo eski genel müdürü, çsb bakanı ve yeni mv. bir sonraki görev yeri ibb genel müdürlüğü malesef.",mevlutpilavi,06.01.2024 03:01,null
"ikinci aramizda kalsin kazaniyoruz videosu gelir umarim, 2024 senesinde kime gulecegiz.",puzzleitis,06.01.2024 03:04,null
murat bey çok rica ediyorum gecen secimde oldugu gibi her sabah her akşam msj atmayınız... onun dışında hangi parti kimi aday gösterirse göstersin umrumda değil ilk defa bir seçimde oy kullanmayacağım.,motorumun tekeri,07.01.2024 17:48,null
5 yıllık zulmü bitirecek isim.,fadiyezsibemol,07.01.2024 17:48,null
ekrem imamoğlu gibi arapçıdır.arapçılara oy vermiyoruz.zafer partisi'ni ve ümit özdağ'ı destekleyeceğiz.,eurasia,07.01.2024 17:48,null
depremden sonra 1 yılda teslim edilen binalar için murat kurumdaha yıkılabilir bir istanbul için.,matematikkocu,07.01.2024 17:51,null
karadeniz'li uşaklarum bu bozkır spora öyle bir tokat atacak ki.,inside story,07.01.2024 17:53,null
ekrem buna kaybederse siyaseti bıraksın. bu derece kolay lokma.,je suis gainsbourg,07.01.2024 17:55,null
murat kurum ve bayram şekeriçocuklar hissederler.,236,07.01.2024 17:59,null
yeni başkan kazanması kesin. hayırlı olsun şimdiden.,ssforever,07.01.2024 18:03,null
bakanlık yaptığı dönemde 11 şehir yerle bir olmuş. daha yıkılabilir istanbul için mırat kırım.,alfacss,07.01.2024 18:04,null
chp beni aday gösterse ben bile kazanırım sayın kuruma karşı.imamoğlun'dan rekor oy bekliyorum,fountainvefountain,07.01.2024 18:05,null
"hayat ne tuhaf, şehir planlaması ve bu adamı aynı cümlede kullanabilen insanlar var. olmuyor işte.",irregular 2,07.01.2024 16:19,16:23
"ittifak nedeniyle imamoğlu kaybettiği oyları, 4 yıldır 18 yaşını geçip ilk kez oy kullanacak gençlerden telafi etmeyi başarırsa kaybetme olasılığı yüksek aday. kurum'un muhalefet oylarından alma potansiyeli yok. ama akparti kriz nedeniyle kendi oylarından kaybetme potansiyeli var. iyi parti'nin taban nezdinde imamoğlu'na oy verip vermemesi ve 18 yaşını yeni geçen seçmen durumu belirleyecek gibi.",dilsiz icimdeki ses,07.01.2024 16:21,null
deneme lisesinde sınıfta en önde oturan bullying mağduru bir arkadaş vardı.hanimiş çenin bıyıklayın mı çıkmış amcası bıyık uzat yoksa kızayız sana diye uğraşılardı bebeyle..,zerock069,07.01.2024 16:22,null
halkta karşılığı yok(tıpkı kk gibi) hitabet yeteneği yokpopüler değil eko başkan bunu o kadar kolay kazanır ki şok olacaksınız.,bayrobot,07.01.2024 16:24,null
işin inada binmesinden dolayı kazanamayacak adaydır.bugün akp rteyi bile aday gösterse kazanamayacağı bir seçimdir çünkü muhalif seçmen artık adaya bakmıyor tıpkı akp-mhp seçmeni gibi. ne yazık ki ülkemizde birbirinin kopyası iki siyasi akım mevcut ve biz bu iki akımın seçtikleri ya da seçemedikleri ile meşgul oluyoruz.bence murat kurum ilerde başka pozisyonlarda değerlendirebilirdi.,onurdcl,07.01.2024 16:34,null
"o kadar salak yorum var ki, bu kadar aptal muhaliflik sanırım yapılamaz.murat kurum gayet düzgün efendi bir bürokrat, eğitim seviyesi iyi. deprem zamanı da oldukça ön plana çıktı. hitabeti bence ortalama ama burada insanların dış görünüşü ile yorum yapılması kadar ilkokul seviyesi eleştiri görmedim. milletin badem bıyığı yerine yaptıkları ve özgeçmişine bakarsanız akp için en iyi aday olduğunu görürsünüz. bence şansı var, kazanabilir",mmnn11,07.01.2024 16:34,16:36
"aday murat kurum da olsa, ahmet kömür de olsa akp istanbul'da benzer oyu alır, zira asıl aday erdoğan. cumhur tarafında ittifak devam ediyor, muhalefet tarafı ise darmadağın olmuş durumda. iyi parti'nin, dem'in kendi adayını çıkardığı ortamda imamoğlu'nun kazanması imkansız olmasa da çok zor. iyi parti ve dem imamoğlu'nu destekleseydi seçimin sonucu zaten belliydi ama bu haliyle murat kurum yeni ibb başkanı olacak gibi görünüyor.",e8,07.01.2024 16:41,null
millet ittifakının dağılması sebebiyle kazanması muhtemel. yeniden refah aday çıkartacak mı önemli olan noktalardan birisi de budur.,jurassic parktaki tinerci,07.01.2024 17:02,null
şu anki rakibinin 2028 yılında cumhurbaşkanı olmasını sağlayacak ibb adayı.,siensi kuba,07.01.2024 17:07,null
arkasındaki ittifakı darmadağın olmuş ekoyu silindir gibi ezip geçecektir.,ferman87,07.01.2024 17:12,null
"akşener kendi adayı ile seçime katılırsa yeni belediye başkanı. şimdiden hayırlı uğurlu olsun, ne diyelim. akşener şaka maka kral yapıcı konumuna geldi",lehtar25,05.01.2024 16:10,16:11
